0	100	200	300	320	340	360	380	400
								
189.2241379	189.6724138	189.2758621	190.9827586	189.6896552	189.2586207	189.1896552	294.7931034	188.8275862
189.2413793	189.2586207	189.7241379	189.7068966	188.7931034	188.8275862	188.8448276	189.2758621	188.8275862
189.7068966	189.6896552	189.2586207	188.7931034	188.7758621	188.7931034	189.2931034	192.9137931	189.7068966
189.2241379	189.6724138	189.2758621	188.8103448	269.1896552	188.8103448	188.8448276	190.137931	189.2758621
188.7758621	189.6896552	189.2586207	189.7241379	189.6896552	189.2413793	188.8793103	189.7241379	188.8103448
189.6896552	189.2241379	189.2758621	188.8103448	235.2241379	337.0344828	189.3275862	189.7241379	189.7068966
189.2586207	189.3103448	189.2758621	189.2413793	188.8103448	189.2413793	188.8448276	188.8448276	189.6896552
188.8275862	188.7931034	189.2758621	189.6896552	189.2413793	188.8275862	188.8448276	189.7241379	353.6551724
188.7758621	188.7931034	190.5517241	189.2586207	188.8275862	188.8275862	189.7241379	189.2758621	237.7413793
189.2931034	189.6724138	188.8103448	188.8103448	189.2931034	188.4310345	189.7241379	188.8275862	189.7068966
189.2241379	189.6551724	189.2068966	188.8103448	192.3103448	188.7931034	189.3275862	188.8275862	190.1206897
189.2413793	189.2586207	188.7931034	188.7931034	189.2586207	188.8448276	189.2758621	188.8275862	188.8448276
189.2413793	189.2241379	189.2068966	188.8275862	188.8275862	188.7931034	189.2931034	189.2758621	189.2586207
189.6896552	188.7931034	189.2241379	189.2586207	189.2758621	190.1206897	189.2931034	188.8103448	310.9827586
188.7758621	189.6724138	188.7931034	188.8103448	188.8275862	245.3793103	189.2758621	188.8448276	189.2758621
189.2068966	189.2068966	188.7758621	189.7068966	207.0517241	188.862069	189.7241379	188.8103448	352.6034483
188.7758621	189.2068966	189.2586207	189.2586207	188.7931034	189.2758621	189.7241379	336	188.8275862
188.7931034	189.2068966	188.7931034	189.2586207	188.7931034	189.6896552	189.2758621	189.2413793	188.8448276
188.7758621	189.2241379	188.7931034	188.7931034	189.2586207	189.6896552	189.3103448	188.8103448	189.2586207
189.2241379	189.2068966	189.2413793	188.8103448	189.2413793	189.2241379	188.8793103	189.2586207	189.7241379
188.7931034	188.7758621	188.8103448	188.8275862	189.6896552	189.6724138	189.2758621	189.2241379	188.8103448
188.7758621	189.6724138	188.7931034	189.2758621	190.5517241	189.2241379	188.8275862	188.8275862	189.7068966
189.2413793	188.7586207	189.2413793	188.8103448	188.8103448	188.7931034	190.2241379	188.8103448	336.7586207
189.2241379	188.7586207	188.8275862	189.2758621	360.4137931	189.2241379	189.7413793	189.2413793	355.9137931
