0	100	200	300	320	340	360	380	400
								
18.0877193	18.0877193	17.64912281	18.05263158	18.0877193	18.05263158	17.9122807	18.10526316	18.61403509
18.07017544	18.0877193	17.64912281	18.05263158	18.03508772	18.10526316	18.10526316	17.66666667	18.61403509
18.01754386	18.0877193	17.64912281	18.0877193	18.05263158	17.63157895	18.10526316	17.66666667	18.61403509
18.07017544	18.01754386	17.64912281	18.10526316	18.05263158	18.10526316	18.0877193	18.10526316	18.61403509
18.03508772	17.63157895	17.64912281	18.05263158	18.0877193	18.0877193	18.05263158	18.10526316	18.61403509
18.05263158	18.0877193	17.64912281	18.05263158	18.03508772	18.05263158	18.05263158	18.10526316	18.61403509
18.05263158	18.0877193	17.64912281	18.05263158	17.63157895	18.0877193	18.10526316	18.0877193	19.07017544
17.57894737	18.0877193	18.0877193	17.63157895	17.63157895	18.10526316	18.05263158	18.05263158	18.61403509
17.63157895	18.0877193	17.64912281	18.05263158	17.64912281	18.0877193	18.10526316	18.63157895	18.61403509
17.66666667	17.66666667	17.64912281	18.10526316	17.66666667	18.10526316	18.0877193	18.63157895	18.63157895
18.0877193	18.07017544	17.64912281	18.0877193	17.63157895	18.0877193	18.0877193	18.61403509	18.61403509
18.0877193	18.07017544	17.63157895	18.10526316	18.03508772	18.10526316	18.0877193	18.61403509	18.61403509
17.66666667	17.87719298	17.64912281	18.05263158	18.05263158	18.0877193	18.0877193	123.3508772	18.61403509
17.64912281	17.63157895	17.64912281	18.10526316	18.05263158	18.0877193	18.10526316	18.63157895	19.01754386
17.64912281	18.0877193	17.64912281	18.0877193	18.0877193	57.07017544	18.05263158	18.61403509	18.61403509
18.10526316	18.0877193	17.64912281	17.64912281	17.61403509	18.05263158	17.9122807	18.61403509	18.29824561
17.63157895	18.22807018	17.64912281	18.0877193	18.05263158	18.03508772	18.29824561	18.61403509	18.61403509
17.63157895	18.0877193	17.63157895	18.05263158	18.0877193	18.19298246	17.66666667	18.61403509	18.61403509
17.63157895	17.84210526	17.64912281	18.05263158	18.10526316	17.63157895	17.89473684	18.61403509	18.61403509
17.63157895	17.71929825	17.64912281	17.64912281	18.03508772	17.63157895	18.0877193	18.61403509	18.54385965
17.66666667	18.10526316	17.63157895	17.63157895	18.0877193	18.0877193	18.10526316	18.61403509	18.61403509
18.07017544	18.10526316	17.64912281	18.03508772	18.05263158	18.03508772	18.0877193	18.61403509	122.9298246
17.66666667	17.64912281	17.66666667	17.63157895	18.10526316	17.63157895	18.10526316	18.61403509	18.61403509
18.0877193	17.66666667	18.0877193	18.05263158	17.63157895	18.05263158	18.10526316	18.63157895	18.63157895
